Assortment,Probability
"[0, 28, 19, 2, 11]","[0.1678740405284772, 0.0027858874716243254, 0.5488636698147027, 0.032131728728171674, 0.2483446734570243]"
"[0, 14, 16, 10, 22, 28]","[0.08784424777128925, 0.1966879985392996, 0.10613918971518155, 0.5509304074337493, 0.0570058171530675, 0.0013923393874128189]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 12, 1]","[0.32847244741149095, 0.5963118876619369, 0.0752156649265725]"
"[0, 8, 20, 11]","[0.10021744354573539, 0.3840770457983785, 0.3871136665143931, 0.12859184414149316]"
"[0, 9, 25, 27, 13]","[0.08517811817277571, 0.5101117582279758, 0.15472549518979054, 0.0005781737496768499, 0.24940645465978115]"
"[0, 29, 5, 8, 16, 11]","[0.13369357697443796, 0.006388195714018414, 0.08522661328454287, 0.4350918952693932, 0.1552894772323246, 0.18431024152528316]"
"[0, 3]","[0.5770967690161186, 0.42290323098388155]"
"[0, 5, 9]","[0.16215528368191617, 0.10568409174826426, 0.7321606245698198]"
"[0, 23, 27, 17]","[0.2513626934855436, 0.1086682027536525, 0.00583915429050942, 0.6341299494702946]"
"[0, 16, 8, 13, 3]","[0.13939810462053692, 0.14867349489207402, 0.42373583301456286, 0.23126208706833554, 0.05693048040449088]"
"[0, 12, 30, 19, 24, 7]","[0.09070481777135427, 0.17662386936471944, 0.002862080033425514, 0.2839479213916509, 0.08804113408262708, 0.35782017735622296]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 9, 23]","[0.14218800684091054, 0.7353372965510587, 0.12247469660803094]"
"[0, 29, 3, 9]","[0.17191125025914225, 0.013997730559963553, 0.07245049121990751, 0.7416405279609868]"
"[0, 20, 2, 29, 22]","[0.14347053600762466, 0.7939609826961664, 0.03945369219884308, 0.004926554868692482, 0.01818823422867346]"
"[0, 6, 15, 22, 26, 4]","[0.12583006447114692, 0.37422893024034665, 0.3774164824521651, 0.06142444995302657, 0.0006178214070416606, 0.06048225147627332]"
"[0, 23]","[0.45415027380082446, 0.5458497261991758]"
"[0, 15, 29]","[0.32726302409371516, 0.6623534405047024, 0.010383535401582674]"
"[0, 12, 25, 6]","[0.10580838592124506, 0.31062664959267766, 0.17822413308599486, 0.4053408314000826]"
"[0, 1, 25, 12, 30]","[0.22373045176983178, 0.03402752835350361, 0.1930361909911021, 0.5358571497815998, 0.013348679103962903]"
"[0, 7, 27, 20, 22, 15]","[0.08680467180048412, 0.31976151383762264, 0.0004413010050297576, 0.3491265162462698, 0.01812921924026705, 0.22573677787032684]"
"[0, 16]","[0.35380467873167504, 0.6461953212683251]"
"[0, 5, 12]","[0.2860243593506453, 0.14359193665809658, 0.5703837039912583]"
"[0, 30, 5, 24]","[0.32092902609402385, 0.07986855831973465, 0.26255571791804244, 0.3366466976681992]"
"[0, 7, 24, 5, 30]","[0.14251428330993376, 0.6062468489451582, 0.156590258211401, 0.08516869033564246, 0.009479919197864712]"
"[0, 16, 28, 2, 24, 11]","[0.1958185051928606, 0.33019239247134147, 0.002224459735019587, 0.04178538709730125, 0.11352238052739157, 0.31645687497608566]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 27, 10]","[0.15619383528748382, 0.007346629208975069, 0.8364595355035414]"
"[0, 17, 12, 24]","[0.17937309176569202, 0.36334530703014944, 0.33757871477888957, 0.11970288642526916]"
"[0, 2, 12, 17, 30]","[0.2236289567983351, 0.05345487356869235, 0.33343880282216015, 0.38002325180814156, 0.009454115002670928]"
"[0, 12, 1, 6, 26, 18]","[0.14453659091570942, 0.21139410702316078, 0.023420555449307413, 0.3404037639894162, 0.0013923393874128189, 0.27885264323499354]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 22, 3]","[0.4145841143767516, 0.28584619992761995, 0.29956968569562864]"
"[0, 27, 7, 2]","[0.24647901920149107, 0.011601048629813402, 0.6637213926447549, 0.07819853952394058]"
"[0, 23, 8, 2, 20]","[0.09540493335530051, 0.03230201835473853, 0.4202253130599379, 0.01301549933306333, 0.43905223589695985]"
"[0, 27, 25, 5, 12, 16]","[0.16475122042160065, 0.0008838107068582027, 0.1335888627496739, 0.06620238554574875, 0.3312484944399622, 0.3033252261361565]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 4, 23]","[0.367788111344341, 0.3031561795965614, 0.32905570905909776]"
"[0, 13, 29, 25]","[0.2210193405437967, 0.5753554244385866, 0.006869939696510882, 0.19675529532110608]"
"[0, 15, 6, 30, 17]","[0.14937778492779683, 0.3034266773393057, 0.33334409175214536, 0.0066032300512374005, 0.20724821592951495]"
"[0, 16, 27, 1, 9, 12]","[0.13800140486486898, 0.14274823808221251, 0.0025198981718077833, 0.03242911741567736, 0.495279370547505, 0.1890219709179286]"
"[0, 2]","[0.6171762553809882, 0.382823744619012]"
"[0, 12, 8]","[0.2154892789924443, 0.2834066942217829, 0.5011040267857729]"
"[0, 24, 17, 28]","[0.2344188480919994, 0.13930670339438234, 0.6172596147550609, 0.00901483375855761]"
"[0, 25, 13, 20, 6]","[0.06743074423791748, 0.09343242859398182, 0.18235696627189757, 0.34843366650743246, 0.3083461943887708]"
"[0, 4, 24, 6, 20, 12]","[0.0793467730624205, 0.022016351594413286, 0.05248043837416246, 0.3118176046193382, 0.3706606780604731, 0.16367815428919255]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 29, 21]","[0.5200542304640067, 0.19248731263929475, 0.28745845689669886]"
"[0, 15, 25, 8]","[0.08455124191886804, 0.32072364204363446, 0.15799424088663716, 0.4367308751508605]"
"[0, 30, 2, 22, 20]","[0.14331383943429515, 0.008788492116105879, 0.039148055241661726, 0.018011713826661557, 0.7907378993812758]"
"[0, 20, 7, 3, 11, 23]","[0.08885054215792068, 0.38325922600933077, 0.3421567546914856, 0.01776381800543283, 0.13726281947134028, 0.030706839664490095]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 8, 16]","[0.21719706670628539, 0.5251903761539876, 0.25761255713972714]"
"[0, 7, 14, 26]","[0.21942727051426275, 0.4304374944759701, 0.3481935105876364, 0.0019417244221309332]"
"[0, 8, 14, 19, 1]","[0.108482914914952, 0.3783857416630062, 0.21454664585506505, 0.28296172813034237, 0.01562296943663459]"
"[0, 28, 2, 21, 15, 10]","[0.09400575015867481, 0.0014805995884187703, 0.030056025454879877, 0.03551143156921975, 0.25892704624257085, 0.580019146986236]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 28, 15]","[0.32905740377457926, 0.0070233488095860315, 0.6639192474158349]"
"[0, 17, 9, 12]","[0.14236423021672376, 0.1846139540404212, 0.4898797696696631, 0.18314204607319204]"
"[0, 20, 1, 10, 11]","[0.073606522926114, 0.3142850665822472, 0.007640276946645705, 0.5032799556016344, 0.10118817794335878]"
"[0, 29, 24, 18, 5, 9]","[0.09099138262149918, 0.0030032642277997264, 0.0908171571000199, 0.23948222135289812, 0.049532469741726884, 0.5261735049560563]"
"[0, 14]","[0.3550131820202494, 0.6449868179797509]"
"[0, 22, 1]","[0.4460911420638254, 0.3216207150541551, 0.23228814288201965]"
"[0, 17, 6, 27]","[0.2261239883264964, 0.35272241585792896, 0.4148679830748009, 0.006285612740773906]"
"[0, 1, 8, 22, 27]","[0.17858672031944822, 0.041039509152180534, 0.6853226733737952, 0.09237329371264022, 0.002677803441935968]"
"[0, 18, 11, 2, 25, 7]","[0.08575831742730426, 0.2282531748797472, 0.17126052324637991, 0.014667465676658702, 0.12975676753829923, 0.37030375123161086]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 13, 6]","[0.24129030908910065, 0.35547699665416876, 0.4032326942567308]"
"[0, 12, 16, 25]","[0.17529792256289167, 0.35249341787360594, 0.3149916524467241, 0.15721700711677847]"
"[0, 17, 8, 1, 29]","[0.1793140538216083, 0.2784075786985558, 0.497749406532689, 0.03364793653063385, 0.01088102441651324]"
"[0, 29, 9, 24, 15, 18]","[0.07655336438687378, 0.0016372961617482679, 0.4258698655101209, 0.09654596662771622, 0.23214265572136172, 0.16725085159217928]"
"[0, 14]","[0.3550131820202494, 0.6449868179797509]"
"[0, 7, 25]","[0.1534544920522899, 0.6101693336048342, 0.23637617434287606]"
"[0, 6, 25, 18]","[0.11823668287781655, 0.3964359063577056, 0.146810904326262, 0.338516506438216]"
"[0, 15, 1, 20, 9]","[0.07991576526761521, 0.19967420904221517, 0.008799008419683368, 0.3120392684320886, 0.39957174883839786]"
"[0, 26, 1, 22, 8, 15]","[0.12413232592740525, 0.0006178214070416606, 0.029429239161561885, 0.07030012507676234, 0.44383556447057065, 0.3316849239566584]"
"[0, 29]","[0.7419953994050248, 0.25800460059497554]"
"[0, 6, 20]","[0.11867603842490838, 0.35795176778884474, 0.523372193786247]"
"[0, 27, 6, 5]","[0.22469914593216575, 0.011024083576935238, 0.6244170814854424, 0.13985968900545678]"
"[0, 26, 10, 3, 14]","[0.1076049227756664, 0.0010591224120714182, 0.6054861811226037, 0.0513944665548611, 0.23445530713479762]"
"[0, 20, 9, 22, 5, 11]","[0.0795440724282945, 0.3308366062815264, 0.42908946500061074, 0.013554949710302872, 0.031155520334948308, 0.11581938624431737]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 7, 28]","[0.30511714635240006, 0.6784615655887394, 0.01642128805886073]"
"[0, 24, 7, 2]","[0.16060825228073544, 0.17284651043733312, 0.621646079452951, 0.0448991578289806]"
"[0, 21, 29, 11, 1]","[0.29880814543685313, 0.06356820009989571, 0.017659987931527038, 0.5583425670496655, 0.06162109948205884]"
"[0, 30, 3, 7, 23, 12]","[0.12559981849537682, 0.005010702436311782, 0.04547034800284438, 0.4404764739827976, 0.09663120758794569, 0.2868114494947239]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 30, 6]","[0.3173802743120239, 0.035503997354045164, 0.647115728333931]"
"[0, 27, 11, 5]","[0.29156559624086054, 0.008888191877846528, 0.5486443502074462, 0.15090186167384706]"
"[0, 6, 12, 1, 19]","[0.12324234390199906, 0.32624071015186107, 0.18975782062639518, 0.016884498564017983, 0.3438746267557269]"
"[0, 30, 10, 11, 24, 3]","[0.07590145478399493, 0.0027221236259319485, 0.631289511626661, 0.16100562804484408, 0.09725240167894983, 0.03182888023961828]"
"[0, 8]","[0.27826220719908945, 0.7217377928009108]"
"[0, 24, 19]","[0.16751296154674614, 0.10107111436467739, 0.7314159240885767]"
"[0, 13, 26, 3]","[0.29601575261330954, 0.5974979989592413, 0.004080701484463609, 0.10240554694298587]"
"[0, 29, 7, 12, 24]","[0.12282062366464644, 0.002528863058084113, 0.44072615223778244, 0.2912874266967973, 0.14263693434268981]"
"[0, 5, 22, 30, 7, 18]","[0.13618457707868148, 0.07171680640842087, 0.04432615411434746, 0.008950663184174052, 0.417727601466906, 0.3210941977474702]"
"[0, 7]","[0.3170062632437462, 0.682993736756254]"
"[0, 6, 1]","[0.2860671149997781, 0.6440714325068817, 0.0698614524933402]"
"[0, 14, 9, 26]","[0.17248119340003076, 0.2904278079341638, 0.5357670956507162, 0.0013239030150892727]"
"[0, 23, 8, 1, 28]","[0.16190538511268943, 0.12331939287990337, 0.6747466402689031, 0.036337851034540604, 0.0036907307039636206]"
"[0, 14, 10, 18, 22, 4]","[0.07797991521132469, 0.17849124577924577, 0.5182938735435321, 0.15722365998488655, 0.033473869326002534, 0.03453743615500855]"
"[0, 20]","[0.15439399488770264, 0.8456060051122973]"
"[0, 29, 14]","[0.3512183599863789, 0.01186028436645093, 0.6369213556471703]"
"[0, 22, 10, 17]","[0.10096466496675138, 0.06025585318888712, 0.6527352595269083, 0.18604422231745343]"
"[0, 13, 24, 20, 4]","[0.10695906177153579, 0.2685241449144238, 0.05245039438910358, 0.5428939008386744, 0.029172498086262683]"
"[0, 11, 4, 27, 18, 25]","[0.14197757770448083, 0.2658068313500807, 0.04572402655087908, 0.0008838107068582027, 0.4181911411803852, 0.12741661250731606]"
"[0, 21]","[0.5760605629790763, 0.42393943702092396]"
"[0, 9, 1]","[0.19400018921386053, 0.7568153688623926, 0.049184441923746824]"
"[0, 30, 22, 12]","[0.29052423489462137, 0.018299217905477845, 0.10414962161470116, 0.5870269255851998]"
"[0, 23, 17, 27, 10]","[0.09056404207347393, 0.0813707747401056, 0.1802654752804971, 0.001256675339564414, 0.6465430325663591]"
"[0, 15, 21, 9, 26, 3]","[0.11626149191538736, 0.3013553165383629, 0.03838438410265194, 0.49531877370057825, 0.0006178214070416606, 0.048062212335978155]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 29, 7]","[0.3004614469720825, 0.024295838159878583, 0.6752427148680391]"
"[0, 2, 15, 30]","[0.2799433598929423, 0.07277995205684236, 0.6360214787083842, 0.011255209341831333]"
"[0, 29, 3, 18, 13]","[0.18525895901141148, 0.004351663598202575, 0.0531534697457719, 0.4214814275178099, 0.3357544801268043]"
"[0, 11, 3, 21, 17, 9]","[0.11715981220086691, 0.15648210259170697, 0.041772084204492965, 0.03344465888933024, 0.16279845492922548, 0.4883428871843776]"
"[0, 25]","[0.349485660879284, 0.6505143391207162]"
"[0, 4, 24]","[0.3378571493242856, 0.2619609064924946, 0.4001819441832198]"
"[0, 7, 26, 15]","[0.20271706882101248, 0.4130706636906485, 0.0015886836181071271, 0.38262358387023215]"
"[0, 4, 15, 27, 10]","[0.10017455111026255, 0.057387176979932925, 0.2608584696864482, 0.001500423417101176, 0.5800793788062554]"
"[0, 20, 11, 25, 5, 29]","[0.0990625596642373, 0.561787587948757, 0.21425978801395795, 0.08493322028530148, 0.038257659046353504, 0.0016991850413928592]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 5, 20]","[0.14160458019063027, 0.07709627222540126, 0.7812991475839686]"
"[0, 18, 2, 29]","[0.24149860797061318, 0.6686971219500848, 0.07548449829720713, 0.014319771782095078]"
"[0, 15, 19, 28, 7]","[0.11170059332225477, 0.25336514673122584, 0.2955931037612217, 0.0017255563627542195, 0.3376155998225435]"
"[0, 26, 6, 12, 19, 24]","[0.09367325681110569, 0.0004214771763473522, 0.3271576210234051, 0.18606416852014865, 0.3027906243800967, 0.0898928520888967]"
"[0, 30]","[0.7116249158598886, 0.2883750841401116]"
"[0, 14, 23]","[0.25253747186035774, 0.6201054141967451, 0.12735711394289728]"
"[0, 21, 16, 6]","[0.21055074490616038, 0.06906486615228163, 0.2904690812804295, 0.42991530766112873]"
"[0, 7, 25, 4, 29]","[0.13083226886688332, 0.5928957811772779, 0.2090570541678045, 0.06130162434249896, 0.005913271445535323]"
"[0, 5, 8, 17, 21, 28]","[0.14213244765091693, 0.08779936825579676, 0.48632650946243045, 0.2459318374358333, 0.03436527196219328, 0.003444565232829484]"
"[0, 23]","[0.45415027380082446, 0.5458497261991758]"
"[0, 16, 26]","[0.3502442732796795, 0.6400000234208636, 0.009755703299457142]"
"[0, 10, 11, 21]","[0.1111652384540851, 0.6658047597209926, 0.17134397717988173, 0.05168602464504066]"
"[0, 29, 12, 1, 22]","[0.2778197228437783, 0.010383331441444054, 0.573277067023299, 0.05214515221798138, 0.08637472647349745]"
"[0, 29, 2, 12, 17, 9]","[0.12699026732529933, 0.004642815522581789, 0.03501516144809638, 0.17929893024562607, 0.1700625830591448, 0.4839902423992518]"
"[0, 2]","[0.6171762553809882, 0.382823744619012]"
"[0, 4, 15]","[0.26607800101031237, 0.1043464746880628, 0.629575524301625]"
"[0, 16, 25, 13]","[0.1699041859972293, 0.2961141273225763, 0.15410994537169936, 0.37987174130849527]"
"[0, 11, 7, 21, 3]","[0.15782520132319022, 0.27566106050857864, 0.4523673932899555, 0.05169927707092695, 0.062447067807348836]"
"[0, 12, 21, 20, 1, 28]","[0.1266792462706155, 0.24719211213745193, 0.007338027488642035, 0.6013555026041043, 0.015953303213968904, 0.001481808285217458]"
"[0, 19]","[0.206054334119658, 0.7939456658803423]"
"[0, 14, 20]","[0.1267180779931733, 0.3037267615626294, 0.5695551604441975]"
"[0, 8, 26, 1]","[0.23056616547867248, 0.7022154771256337, 0.008414716507322817, 0.058803640888371186]"
"[0, 15, 2, 30, 8]","[0.1517407338398256, 0.3374692313590914, 0.054462622045798714, 0.00727042433589222, 0.4490569884193922]"
"[0, 12, 4, 26, 7, 16]","[0.1449478687272529, 0.22501691992326295, 0.07198418993216943, 0.002098420995460431, 0.3862272744037798, 0.16972532601807472]"
"[0, 4]","[0.5375828219032884, 0.46241717809671173]"
"[0, 28, 22]","[0.48490478539044574, 0.1441973155076237, 0.3708978991019307]"
"[0, 5, 8, 27]","[0.1883400940556809, 0.12115293340107836, 0.681454610800194, 0.009052361743046883]"
"[0, 27, 20, 5, 25]","[0.11344954739150867, 0.001101187463033604, 0.7274071340515553, 0.06594381602736618, 0.09209831506653637]"
"[0, 26, 21, 16, 4, 12]","[0.21692018697166565, 0.0010392985833890128, 0.037507596002107374, 0.3183164803679048, 0.07939234787598694, 0.3468240901989465]"
"[0, 7]","[0.3170062632437462, 0.682993736756254]"
"[0, 19, 1]","[0.1985733028909183, 0.7533002506378181, 0.04812644647126375]"
"[0, 30, 8, 23]","[0.1725269180531026, 0.011542984895605495, 0.6795370909511924, 0.1363930061000996]"
"[0, 24, 27, 7, 16]","[0.1523199397159056, 0.13132413265370796, 0.0025786842985239416, 0.4630426634675088, 0.2507345798643538]"
"[0, 17, 29, 5, 22, 10]","[0.08990082529708054, 0.17045780626973334, 0.0036210856348413874, 0.06049564381870106, 0.04312522266310613, 0.6323994163165378]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 22, 19]","[0.19057901459639814, 0.04250368080738384, 0.7669173045962183]"
"[0, 2, 10, 19]","[0.09291213061053935, 0.018903303366558454, 0.5905809257283743, 0.297603640294528]"
"[0, 19, 7, 27, 5]","[0.13251733454160758, 0.4042559417471182, 0.4025885215458562, 0.002107385881736761, 0.05853081628368151]"
"[0, 16, 4, 22, 12, 10]","[0.08471978333595914, 0.10699369939233197, 0.043612017189562396, 0.04438625165069289, 0.1499188108467014, 0.5703694375847526]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 3, 12]","[0.30590173923757985, 0.10946137296388421, 0.5846368877985361]"
"[0, 19, 15, 9]","[0.09896093109007621, 0.2577242872210469, 0.22466203973720203, 0.4186527419516751]"
"[0, 24, 2, 29, 13]","[0.23573052645666404, 0.13717262127337532, 0.048451642973640796, 0.006744286971173914, 0.5719009223251461]"
"[0, 6, 28, 24, 11, 20]","[0.08527470584840081, 0.31823781280448726, 0.0010879111270301535, 0.05935095706353307, 0.1438950979501719, 0.39215351520637687]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 13, 19]","[0.16731092221733831, 0.31206163944640114, 0.5206274383362607]"
"[0, 22, 19, 8]","[0.12595421366291287, 0.04004723637943046, 0.3818917442542812, 0.4521068057033756]"
"[0, 17, 28, 25, 10]","[0.06571748224909323, 0.17020496285725975, 0.0011485913098760571, 0.13277849903449138, 0.6301504645492798]"
"[0, 24, 10, 28, 16, 15]","[0.06615008320838134, 0.09874681569717197, 0.5210767815608889, 0.0009510383823830612, 0.0942141222841714, 0.21886115886700347]"
"[0, 27]","[0.782895338188085, 0.21710466181191512]"
"[0, 26, 22]","[0.4946662318866051, 0.10798263338474198, 0.39735113472865313]"
"[0, 10, 13, 18]","[0.09975125806965449, 0.5461784735290871, 0.16329337301649266, 0.19077689538476592]"
"[0, 14, 29, 3, 7]","[0.1638994275292916, 0.3362202662655772, 0.005549913887954879, 0.07387162513096478, 0.4204587671862117]"
"[0, 8, 12, 19, 21, 28]","[0.1131450403116041, 0.39328029036007095, 0.16881861864237577, 0.30475289612725, 0.0183172458533099, 0.0016859087053894088]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 27, 11]","[0.38972963089850887, 0.012715102398211777, 0.5975552667032795]"
"[0, 11, 29, 9]","[0.18556780834550443, 0.21862050402541366, 0.007389815670813322, 0.5884218719582688]"
"[0, 4, 11, 25, 8]","[0.09376785683927927, 0.04166381544832655, 0.23450561141915177, 0.14599235432267976, 0.4840703619705628]"
"[0, 12, 29, 5, 23, 19]","[0.1375595643459449, 0.2698280144682838, 0.002332543764707944, 0.05685963181136744, 0.04829528854522141, 0.48512495706447467]"
"[0, 6]","[0.34559992808854784, 0.6544000719114522]"
